prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
318,No Watermark,,,,"Let’s try again: what happened to the stock market yesterday? We still don’t know, but it appears that something concrete happened against the background of a market that was already tripwire nervous over Greece and the euro and China and"," the Fed’s pledge to keep interest rates on hold, and the Fed’s pledge to keep rates on hold. So far, the market’s reaction to both big events this week has been overwhelmingly positive.

The key difference between the markets today and yesterday, though, is that’s not what’s going on. The markets are reacting with a mixture of sadness and excitement, and it’s a mixed bag for the market. The market�",99,22,0.2222222222222222,-0.6382847385042254,0.73835582764413,Human/Unwatermarked,0.0,76,0.631578947368421,0.8666666666666667,0.368421052631579,,,
318,Fixed Delta 0.5,0.5,,,"Let’s try again: what happened to the stock market yesterday? We still don’t know, but it appears that something concrete happened against the background of a market that was already tripwire nervous over Greece and the euro and China and"," the Fed’s pledge to keep interest rates on hold, and the Fed’s pledge to keep interest rates on hold and the Fed’s pledge to keep interest rates on hold.

This is a great opportunity for the market to make a serious run on these, and there’s no need to panic. I’ve seen a lot of action with these and in general these are the stocks that should be on this list. All of the funds I’",99,36,0.36363636363636365,2.6111648393354674,0.004511719409040163,Human/Unwatermarked,0.0,81,0.5308641975308642,0.7375,0.4691358024691358,0.5,0.5,0.5
318,Fixed Delta 1.0,1.0,,,"Let’s try again: what happened to the stock market yesterday? We still don’t know, but it appears that something concrete happened against the background of a market that was already tripwire nervous over Greece and the euro and China and"," the Fed’s pledge to keep interest rates on hold, and the Fed’s decision to keep rates on hold. So far, the market’s reaction has been somber and pessimistic.

However, what is happening is that the market has come to terms with the fact that the US economy is going through a wall, and it’s time for the Fed to cut its bond purchases, which have been a huge boon for the economy. The Fed is also making",99,38,0.3838383838383838,3.075371921883995,0.0010512010198350896,Human/Unwatermarked,0.0,81,0.5925925925925926,0.875,0.40740740740740744,1.0,1.0,1.0
318,Fixed Delta 2.0,2.0,,,"Let’s try again: what happened to the stock market yesterday? We still don’t know, but it appears that something concrete happened against the background of a market that was already tripwire nervous over Greece and the euro and China and"," the US. The crash seemed imminent and the market was turning, and the US was not, but it’s hard to argue that the market was not, and it’s hard to argue that the US was not, either.

You see, the US market was not up and the US stock market was not up. The US stock market was not up for a day and the US stock market was not up for a week. The US stock market was not up for this",99,68,0.6868686868686869,10.038478160111909,5.162741433689114e-24,Watermarked,1.0,85,0.3176470588235294,0.47619047619047616,0.6823529411764706,2.0,2.0,2.0
318,Fixed Delta 3.0,3.0,,,"Let’s try again: what happened to the stock market yesterday? We still don’t know, but it appears that something concrete happened against the background of a market that was already tripwire nervous over Greece and the euro and China and"," the US. The crash set in and the US stock market was immediately put under a lot more weight and the index jumped to its new record high just one week before the US market was plunged in its own stupid way, leading to a total collapse of the US stock market. The US stock market was immediately put under a lot more weight and the index jumped to its new record high just one week before the US market was plunged in its own stupid way, leading to a total collapse of the US stock",99,90,0.9090909090909091,15.144756068145712,4.102926189234368e-52,Watermarked,1.0,96,0.3645833333333333,0.47368421052631576,0.6354166666666667,3.0,3.0,3.0
318,Adaptive Delta,adaptive,0.5,3.0,"Let’s try again: what happened to the stock market yesterday? We still don’t know, but it appears that something concrete happened against the background of a market that was already tripwire nervous over Greece and the euro and China and"," the US. The crash seemed imminent and the US on the other hand has been having its moment. The FOMC left the door open for the next Fed to raise its inflation target, which should lead the US stock market to end up at the top of the long list. The FOMC left the door open for the next Fed to raise its inflation target, which should lead the US stock market to end up at the top of the long list. The FOMC left the door open",99,66,0.6666666666666666,9.574271077563381,5.1289159954110675e-22,Watermarked,1.0,88,0.42045454545454547,0.5517241379310345,0.5795454545454546,1.8329589223861695,1.6180340051651,2.471451997756958
319,No Watermark,,,,KARACHI: Driving up to Landhi you reach an area on the rather bumpy Mehran Highway where pick-ups and lorries number more than the other vehicles. Those coming in are empty but the ones driving out are loaded with dozens," of garbage trucks and bags.

It is on this highway that the car carrying the garbage truck (not the car that was carrying the garbage) suddenly starts to turn into a mini-rune. It is in this mini-rune that the driver of the pick-up, Abdul Aziz,’s vehicle is seen.

The car behind him is a 16-year-old girl, the driver of which is identified as Abdul Aziz, who is also identified as",99,30,0.30303030303030304,1.2185435916898848,0.11150873497330749,Human/Unwatermarked,0.0,76,0.5921052631578947,0.8533333333333334,0.4078947368421053,,,
319,Fixed Delta 0.5,0.5,,,KARACHI: Driving up to Landhi you reach an area on the rather bumpy Mehran Highway where pick-ups and lorries number more than the other vehicles. Those coming in are empty but the ones driving out are loaded with dozens," of garbage trucks and garbage bags.

Some on the highway are carrying bags of food, while others are carrying boxes of food and other essentials to keep them warm and dry. There are also bigger trucks in front of the pick-ups and lorries to carry the salt. It is not too late to enter Karachi’s Chinatown, which is located in the centre of the city.

“I have been driving for over a week now,” said Saleem Omar",99,30,0.30303030303030304,1.2185435916898848,0.11150873497330749,Human/Unwatermarked,0.0,79,0.7215189873417721,0.9615384615384616,0.2784810126582279,0.5,0.5,0.5
319,Fixed Delta 1.0,1.0,,,KARACHI: Driving up to Landhi you reach an area on the rather bumpy Mehran Highway where pick-ups and lorries number more than the other vehicles. Those coming in are empty but the ones driving out are loaded with dozens," of garbage trucks and garbage trucks.

Some on the highway are carrying bags of food, while others are carrying boxes of food and other essentials to keep them warm.

The collected garbage trucks were sent to the nearest police station. But the police said the trucks are not being collected and there are no numbers of them being used to keep the trucks away from the civilians.

In fact, the trucks collect garbage in order to keep people warm and keep them from spreading the diseases of this",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,88,0.5227272727272727,0.896551724137931,0.4772727272727273,1.0,1.0,1.0
319,Fixed Delta 2.0,2.0,,,KARACHI: Driving up to Landhi you reach an area on the rather bumpy Mehran Highway where pick-ups and lorries number more than the other vehicles. Those coming in are empty but the ones driving out are loaded with dozens, of garbage trucks on which the trucks carrying more garbage on their way. The vehicles carrying more garbage are parked in these residential areas till the time they are parked in these areas. The vehicles collected in these residential areas is overwhelmingly by persons who are not working as their jobs are done illegally. It is said that the numbers of garbage trucks on the wall in these residential areas is higher than that of the overall population. The collectivity of the trucks on this road is higher than that of the whole population.,99,60,0.6060606060606061,8.181649829917799,1.3999184135288104e-16,Watermarked,0.9999999999999999,94,0.4787234042553192,0.7419354838709677,0.5212765957446808,2.0,2.0,2.0
319,Fixed Delta 3.0,3.0,,,KARACHI: Driving up to Landhi you reach an area on the rather bumpy Mehran Highway where pick-ups and lorries number more than the other vehicles. Those coming in are empty but the ones driving out are loaded with dozens," of wheelchairs, which means the users need to make sure they are covered under the shade,” said Muhammad Safiq, a resident. He is also the driver of the cars collected by Sardar Javed, a resident. The driver will need to provide a photo ID card, which can be used to enter into a secure place at the drop of a hat. He can apply for and submit his documents, which have to include a document that shows his age. He is also the driver",99,78,0.7878787878787878,12.359513572854546,2.1638374768437998e-35,Watermarked,1.0,84,0.6666666666666666,0.9156626506024096,0.33333333333333337,3.0,3.0,3.0
319,Adaptive Delta,adaptive,0.5,3.0,KARACHI: Driving up to Landhi you reach an area on the rather bumpy Mehran Highway where pick-ups and lorries number more than the other vehicles. Those coming in are empty but the ones driving out are loaded with dozens," of wheelchairs, which means the users have to make sure they are covered with transparent glass, which can be dangerous.
Wahid Khan, chairman of the Interpol Agency, said the steering wheel gets damaged when drivers get into a bumpy area of the highway.
""It is very dangerous.”
""There are four major roads in Karachi. The one that makes the road sticky is the Allahabad Highway. The one that makes the road sticky is the Pahalgam",99,67,0.6767676767676768,9.806374618837644,5.2848962805356706e-23,Watermarked,1.0,75,0.7066666666666667,0.8783783783783784,0.29333333333333333,1.9586631083488464,1.6180340051651,2.468564033508301
